id_estacao,data_medicao,acumulado_chuva_5min,acumulado_chuva_10min,acumulado_chuva_15min,acumulado_chuva_30min,acumulado_chuva_1h,acumulado_chuva_2h,acumulado_chuva_3h,acumulado_chuva_4h,acumulado_chuva_6h,acumulado_chuva_12h,acumulado_chuva_24h,acumulado_chuva_96h,acumulado_chuva_mes,data_particao,primary_key
19,2024-03-21T19:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 19:45:00
19,2024-03-21T19:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 19:35:00
19,2024-03-21T19:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 19:20:00
19,2024-03-21T19:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 19:25:00
19,2024-03-21T19:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 19:15:00
19,2024-03-21T19:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 19:05:00
19,2024-03-21T18:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 18:35:00
19,2024-03-21T18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 18:30:00
19,2024-03-21T18:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 18:25:00
19,2024-03-21T18:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 18:20:00
19,2024-03-21T18:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 18:10:00
19,2024-03-21T18:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 18:05:00
19,2024-03-21T17:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 17:40:00
19,2024-03-21T17:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 17:45:00
19,2024-03-21T17:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 17:35:00
19,2024-03-21T17:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 17:30:00
19,2024-03-21T17:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 17:25:00
19,2024-03-21T17:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 17:20:00
19,2024-03-21T17:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 17:05:00
19,2024-03-21T16:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 16:55:00
19,2024-03-21T16:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 16:50:00
19,2024-03-21T16:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 16:45:00
19,2024-03-21T16:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 16:40:00
19,2024-03-21T16:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 16:20:00
19,2024-03-21T16:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 16:15:00
19,2024-03-21T16:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 16:05:00
19,2024-03-21T16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 16:00:00
19,2024-03-21T15:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 15:55:00
19,2024-03-21T15:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 15:50:00
19,2024-03-21T15:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 15:45:00
19,2024-03-21T15:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 15:40:00
19,2024-03-21T15:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 15:35:00
19,2024-03-21T15:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 15:30:00
19,2024-03-21T15:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 15:25:00
19,2024-03-21T15:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 15:15:00
19,2024-03-21T15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 15:00:00
19,2024-03-21T14:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 14:35:00
19,2024-03-21T14:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 14:40:00
19,2024-03-21T14:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 14:30:00
19,2024-03-21T14:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 14:15:00
19,2024-03-21T14:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 14:25:00
19,2024-03-21T14:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 14:20:00
19,2024-03-21T14:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 14:05:00
19,2024-03-21T14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 14:00:00
19,2024-03-21T13:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 13:50:00
19,2024-03-21T13:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 13:45:00
19,2024-03-21T13:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 13:25:00
19,2024-03-21T13:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 13:30:00
19,2024-03-21T13:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 13:20:00
19,2024-03-21T13:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 13:15:00
19,2024-03-21T13:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 13:05:00
19,2024-03-21T13:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 13:10:00
19,2024-03-21T12:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 12:55:00
19,2024-03-21T12:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 12:45:00
19,2024-03-21T12:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 12:35:00
19,2024-03-21T12:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 12:30:00
19,2024-03-21T12:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 12:25:00
19,2024-03-21T12:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 12:20:00
19,2024-03-21T12:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 12:15:00
19,2024-03-21T12:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 12:10:00
19,2024-03-21T12:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 12:05:00
19,2024-03-21T11:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 11:55:00
19,2024-03-21T11:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 11:50:00
19,2024-03-21T11:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 11:40:00
19,2024-03-21T11:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 11:30:00
19,2024-03-21T11:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 11:25:00
19,2024-03-21T11:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 11:20:00
19,2024-03-21T11:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 11:15:00
19,2024-03-21T11:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 11:10:00
19,2024-03-21T11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 11:00:00
19,2024-03-21T10:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 10:55:00
19,2024-03-21T10:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 10:50:00
19,2024-03-21T10:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 10:45:00
19,2024-03-21T10:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 10:40:00
19,2024-03-21T10:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 10:35:00
19,2024-03-21T10:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 10:25:00
19,2024-03-21T10:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 10:15:00
19,2024-03-21T10:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 10:10:00
19,2024-03-21T10:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 10:05:00
19,2024-03-21T10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 10:00:00
19,2024-03-21T09:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 09:40:00
19,2024-03-21T09:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 09:35:00
19,2024-03-21T09:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 09:30:00
19,2024-03-21T09:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 09:25:00
19,2024-03-21T09:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 09:15:00
19,2024-03-21T09:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 09:10:00
19,2024-03-21T09:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 09:05:00
19,2024-03-21T08:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 08:50:00
19,2024-03-21T08:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 08:45:00
19,2024-03-21T08:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 08:40:00
19,2024-03-21T08:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 08:35:00
19,2024-03-21T08:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 08:20:00
19,2024-03-21T08:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 08:15:00
19,2024-03-21T08:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 08:10:00
19,2024-03-21T08:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 08:05:00
19,2024-03-21T07:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 07:55:00
19,2024-03-21T07:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 07:50:00
19,2024-03-21T07:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 07:30:00
19,2024-03-21T07:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 07:25:00
19,2024-03-21T07:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 07:20:00
19,2024-03-21T07:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 07:10:00
19,2024-03-21T07:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 07:05:00
19,2024-03-21T06:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 06:55:00
19,2024-03-21T06:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 06:50:00
19,2024-03-21T06:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 06:45:00
19,2024-03-21T06:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 06:40:00
19,2024-03-21T06:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 06:35:00
19,2024-03-21T06:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 06:25:00
19,2024-03-21T06:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 06:10:00
19,2024-03-21T05:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 05:55:00
19,2024-03-21T05:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 05:50:00
19,2024-03-21T05:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 05:45:00
19,2024-03-21T05:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 05:35:00
19,2024-03-21T05:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 05:40:00
19,2024-03-21T05:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 05:30:00
19,2024-03-21T05:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 05:20:00
19,2024-03-21T05:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 05:10:00
19,2024-03-21T05:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 05:05:00
19,2024-03-21T05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 05:00:00
19,2024-03-21T04:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 04:55:00
19,2024-03-21T04:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 04:45:00
19,2024-03-21T04:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 04:40:00
19,2024-03-21T04:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 04:25:00
19,2024-03-21T04:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 04:30:00
19,2024-03-21T04:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 04:15:00
19,2024-03-21T04:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 04:10:00
19,2024-03-21T04:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 04:05:00
19,2024-03-21T03:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 03:55:00
19,2024-03-21T03:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 03:45:00
19,2024-03-21T03:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 03:40:00
19,2024-03-21T03:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 03:35:00
19,2024-03-21T03:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 03:20:00
19,2024-03-21T03:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 03:15:00
19,2024-03-21T03:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 03:10:00
19,2024-03-21T03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 03:00:00
19,2024-03-21T02:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 02:50:00
19,2024-03-21T02:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 02:40:00
19,2024-03-21T02:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 02:35:00
19,2024-03-21T02:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 02:30:00
19,2024-03-21T02:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 02:25:00
19,2024-03-21T02:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 02:20:00
19,2024-03-21T02:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 02:15:00
19,2024-03-21T02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 02:00:00
19,2024-03-21T02:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 02:05:00
19,2024-03-21T01:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 01:45:00
19,2024-03-21T01:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 01:20:00
19,2024-03-21T01:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 01:25:00
19,2024-03-21T01:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 01:15:00
19,2024-03-21T01:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 01:10:00
19,2024-03-21T01:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 01:05:00
19,2024-03-21T01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 01:00:00
19,2024-03-21T00:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 00:55:00
19,2024-03-21T00:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 00:50:00
19,2024-03-21T00:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 00:45:00
19,2024-03-21T00:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,45.4,2024-03-21,19_2024-03-21 00:35:00
